0.588781,0,0,0,0.100139
0.603036,0,0,0,0.20034
0.594627,0,0,0,0.300521
0.597691,0,0,0,0.400699
0.595248,0,0,0,0.500878
0.59523,0,0,0,0.60106
0.595857,0,0,0,0.701239
0.594645,0,0,0,0.801417
0.591598,0,0,0,0.901595
0.59526,0,0,0,1.00177
0.601485,0,0,0,1.10193
0.596449,0,0,0,1.20211
0.5983,0,0,0,1.30229
0.595863,0,0,0,1.40247
0.596467,0,0,0,1.50264
0.592817,0,0,0,1.60282
0.595863,0,0,0,1.703
0.595248,0,0,0,1.80318
0.595863,0,0,0,1.90336
0.592811,0,0,0,2.00354
0.60195,0,0,0,2.10372
0.595218,0,0,0,2.2039
0.597076,0,0,0,2.30408
0.592811,0,0,0,2.40426
0.598288,0,0,0,2.50444
0.595851,0,0,0,2.60462
0.592184,0,0,0,2.7048
0.596467,0,0,0,2.80498
0.592876,0,0,0,2.90515
0.596586,0,0,0,3.0053
0.592409,0,0,0,3.10545
0.601389,0,0,0,3.20562
0.595189,0,0,0,3.30581
0.599501,0,0,0,3.40599
0.595236,0,0,0,3.50617
0.595875,0,0,0,3.60635
0.594024,0,0,0,3.70653
0.596472,0,0,0,3.80671
0.598294,0,0,0,3.90688
0.594645,0,0,0,4.00706
0.594645,0,0,0,4.10724
0.601962,0,0,0,4.20742
0.595248,0,0,0,4.3076
0.593551,0,0,0,4.40775
0.59796,0,0,0,4.50789
0.594261,0,0,0,4.60803
0.60032,0,0,0,4.70817
0.598456,0,0,0,4.80832
0.59658,0,0,0,4.90848
0.595964,0,0,0,5.00864
0.592231,0,0,0,5.10882
0.594615,0,0,0,5.209
0.596455,0,0,0,5.30918
0.594083,0,0,0,5.40935
0.598927,0,0,0,5.50953
0.596036,0,0,0,5.60968
0.594273,0,0,0,5.70981
0.596256,0,0,0,5.80993
0.595807,0,0,0,5.91001
0.59515,0,0,0,6.01011
0.596095,0,0,0,6.11024
0.594645,0,0,0,6.21042
0.595875,0,0,0,6.3106
0.595851,0,0,0,6.41078
0.595845,0,0,0,6.51096
0.595863,0,0,0,6.61114
0.594627,0,0,0,6.71132
0.60195,0,0,0,6.8115
0.595863,0,0,0,6.91167
0.596455,0,0,0,7.01186
0.597679,0,0,0,7.11204
0.594633,0,0,0,7.21222
0.59707,0,0,0,7.3124
0.596467,0,0,0,7.41258
0.596467,0,0,0,7.51275
0.596,0,0,0,7.61291
0.595845,0,0,0,7.71309
0.594006,0,0,0,7.81327
0.603174,0,0,0,7.91345
0.594035,0,0,0,8.01363
0.594326,0,0,0,8.11376
0.595822,0,0,0,8.21394
0.592805,0,0,0,8.31412
0.594627,0,0,0,8.4143
0.596455,0,0,0,8.51449
0.593414,0,0,0,8.61467
0.594279,0,0,0,8.7148
0.598671,0,0,0,8.81492
0.599017,0,0,0,8.91508
0.598276,0,0,0,9.01526
0.603162,0,0,0,9.11544
0.595236,0,0,0,9.21562
0.597082,0,0,0,9.3158
0.598288,0,0,0,9.41598
0.597691,0,0,0,9.51616
0.595851,0,0,0,9.61634
0.59707,0,0,0,9.71652
0.598294,0,0,0,9.8167
0.598898,0,0,0,9.91688
0.595845,0,0,0,10.0171
0.600104,0,0,0,10.1172
0.594585,0,0,0,10.2174
0.596449,0,0,0,10.3176
0.593545,0,0,0,10.4178
0.594568,0,0,0,10.518
0.599017,0,0,0,10.6181
0.597314,0,0,0,10.7183
0.596872,0,0,0,10.8184
0.593829,0,0,0,10.9185
0.59686,0,0,0,11.0186
0.593202,0,0,0,11.1187
0.595629,0,0,0,11.2188
0.594427,0,0,0,11.3189
0.596262,0,0,0,11.419
0.598683,0,0,0,11.5192
0.597475,0,0,0,11.6193
0.59744,0,0,0,11.7194
0.60292,0,0,0,11.8195
0.59564,0,0,0,11.9196
0.592598,0,0,0,12.0197
0.604188,0,0,0,12.1198
0.594279,0,0,0,12.22
0.599866,0,0,0,12.3201
0.595037,0,0,0,12.4202
0.597451,0,0,0,12.5203
0.599304,0,0,0,12.6204
0.594439,0,0,0,12.7205
0.595646,0,0,0,12.8207
0.598073,0,0,0,12.9208
0.595031,0,0,0,13.0209
0.599227,0,0,0,13.121
0.592888,0,0,0,13.2212
0.594615,0,0,0,13.3214
0.592184,0,0,0,13.4215
0.597667,0,0,0,13.5217
0.595845,0,0,0,13.6219
0.594835,0,0,0,13.7221
0.60347,0,0,0,13.8222
0.596161,0,0,0,13.9223
0.595545,0,0,0,14.0224
0.596167,0,0,0,14.1226
0.598575,0,0,0,14.2227
0.597141,0,0,0,14.3229
0.59827,0,0,0,14.423
0.598276,0,0,0,14.5232
