[5]:	15.384266038
[4]:	15.384612698
[2]:	15.385116227
[0]:	15.387398097
[1]:	15.387531686
[3]:	15.420114660
[5]:	15.380701544
[2]:	[4]:	15.381594945
15.381695189
[0]:	15.382538742
[1]:	15.382953642
[3]:	15.419789909
[5]:	15.380786100
[2]:	15.381541384
[4]:	15.381675884
[0]:	15.382740857
[1]:	15.383646238
[3]:	15.416358559
[5]:	15.380737891
[4]:	15.381284343
[2]:	15.381467770
[0]:	15.382841898
[1]:	15.383370001
[3]:	15.420169598
