[5]:	29.450840234
[4]:	29.451641672
[2]:	29.452652650
[0]:	29.456189491
[1]:	29.456171680
[3]:	29.571900688
[5]:	29.450832350
[2]:	29.452459001
[4]:	29.453904263
[1]:	29.456098895
[0]:	29.461224048
[3]:	29.578575029
[5]:	29.450692001
[4]:	29.451424904
[0]:	29.454341356
[2]:	29.454979818
[1]:	29.455905475
[3]:	29.578265767
[5]:	29.448853290
[4]:	29.449819535
[1]:	29.457699564
[2]:	29.459890046
[0]:	29.477095602
[3]:	29.580142352
