[0]:	25.242446606
[2]:	25.243061598
[1]:	25.244345479
[5]:	25.246462685
[4]:	25.250742392
[3]:	25.335257743
[5]:	25.238809497
[4]:	25.239357689
[2]:	25.241772060
[1]:	25.242794919
[0]:	25.255574563
[3]:	25.335413088
[5]:	25.243008961
[4]:	25.243788064
[0]:	25.245848442
[2]:	25.245756621
[1]:	25.247259739
[3]:	25.338642790
[5]:	25.242793365
[4]:	25.243825625
[2]:	25.246231800
[0]:	25.247404081
[1]:	25.247429389
[3]:	25.337306730
